                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  2.145,                 3.1055,                 1.3405,                0.76149,                0.29992,                0.55939,                0.23609,                 1.3851,                 2.1011,                0.96959,                  4e-05,                  4e-05,                  4e-05
