                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.3256,                 1.2964,                  1.033,                      0,                      0,                      0,                      0,                0.00068,                 220.18,                0.00041,                0.00022,                0.00022,                0.00022
