                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.1246,                 3.0542,                 1.3041,                0.93652,                0.49219,                0.89005,                0.40329,                 1.1584,                 1.8191,                0.91148,                  6e-05,                  6e-05,                  6e-05
